CountryName,CountryCode,Year,PopulationFemale,PopulationFemalePercentOfTotal,LaborForceFemale,LaborForceFemalePercentOfTotalLaborForce,LaborForceTotal,ProportionOfSeatsHeldByWomenInNationalParliamentsPercent
St. Vincent and the Grenadines,VCT,2005,53833,49.502064386799,20512,39.7396156230626,51616,18.2
Sudan,SDN,2005,15939533,49.8266067683707,2755102,28.7197471338128,9593058,14.7
Suriname,SUR,2005,245048,49.8066052979782,65459,35.9593706739326,182036,25.5
Swaziland,SWZ,2005,564743,51.1245272223942,143994,39.8757155081458,361107,10.8
Sweden,SWE,2005,4553231,50.4257675082942,2246005,47.280105371669,4750423,45.3
Switzerland,CHE,2005,3796878,51.0530993136632,1908814,45.7576225388199,4171576,25
Syrian Arab Republic,SYR,2005,8855945,48.8392553136458,888185,17.0367650852821,5213343,12
Tajikistan,TJK,2005,3384826,49.7354920283206,1215272,43.7545454938224,2777476,17.5
Tanzania,TZA,2005,19671083,50.3539763884338,9600584,49.9868193816892,19206231,30.4
Thailand,THA,2005,33320275,50.5895309412932,17317359,46.0181457131174,37631588,10.6
Timor-Leste,TMP,2005,482790,49.3044445814389,80318,32.1415994365476,249888,25.3
Togo,TGO,2005,2840905,50.9285311315314,1304645,51.450469884412,2535730,7.4
Tonga,TON,2005,50284,49.856233516429,16949,42.380976195239,39992,3.4
Trinidad and Tobago,TTO,2005,654001,50.4267375415692,275132,41.9525568870584,655817,19.4
Tunisia,TUN,2005,5034066,50.1950957176146,920015,26.7063171602126,3444934,22.8
Turkey,TUR,2005,34496305,50.83405740328,5840191,26.1550292237065,22329132,4.4
Turkmenistan,TKM,2005,2406042,50.6765709620735,771282,39.8845993140909,1933784,16
Uganda,UGA,2005,14071891,50.1807422920417,5545602,49.745937534676,11147849,23.9
Ukraine,UKR,2005,25260694,53.6261826050827,11388726,48.8390633738223,23318887,5.3
United Arab Emirates,ARE,2005,1296058,28.9171115597228,336102,11.9639055992596,2809300,0
United Kingdom,GBR,2005,30833194,51.0473158517225,14045043,45.805762311382,30662175,19.7
United States,USA,2005,149449120,50.5721576242235,69949790,45.764840869315,152846134,15.2
Uruguay,URY,2005,1720421,51.7325253006368,702558,44.133549344773,1591891,11.1
Uzbekistan,UZB,2005,13263963,50.6896568618166,4355048,40.9666749414362,10630709,17.5
Vanuatu,VUT,2005,102576,48.9915223880597,40760,43.8340843343693,92987,3.8
Venezuela-RB,VEN,2005,13369831,49.9449869747282,4759035,39.1179883227211,12165848,17.4
Vietnam,VNM,2005,41814600,50.7507397200296,22444537,48.5037384738574,46273829,27.3
Virgin Islands (U.S.),VIR,2005,56225,52.1258629648875,24362,44.8573006812742,54310,NULL
West Bank and Gaza,WBG,2005,1636585,49.288859610746,127166,17.2117146747443,738834,NULL
Yemen-Rep.,YEM,2005,10148523,49.4944032703249,1303374,24.7847643489325,5258771,0.3
Zambia,ZMB,2005,6046071,50.2015636366263,2394455,46.6211538042175,5135984,12.7
Zimbabwe,ZWE,2005,6548180,50.4310628323888,3187600,48.7947276711998,6532673,16
Arab World,ARB,2004,149600982,48.8085351069365,20291324,21.296817613075,95278673,6.7026706231454
Caribbean small states,CSS,2004,3273894,50.4897961054752,1202218,41.9454939586015,2866142,17.8300925925926
Central Europe and the Baltics,CEB,2004,55038789,51.6648574275877,22495166,45.6054447327035,49325616,17.1393024245002
East Asia & Pacific (all income levels),EAS,2004,1030459747,49.2599847186636,504611958,43.74351522196,1153569743,16.6528057553957
East Asia & Pacific (developing only),EAP,2004,922532194,49.0849116661403,459191417,43.9703601981546,1044320340,17.1348354352507
Euro area,EMU,2004,167581280,51.1248171501335,67269080,43.5893434175672,154324597,21.7106075453209
Europe & Central Asia (all income levels),ECS,2004,448398614,51.6499832872319,181314494,44.5928893508536,406599558,18.8178713495683
Europe & Central Asia (developing only),ECA,2004,127322701,51.5568148876532,43802551,42.0086604731156,104270285,11.0953006219765
European Union,EUU,2004,252991201,51.1783099728224,103881977,44.3008164730809,234492237,21.7040352372833
Fragile and conflict affected situations,FCS,2004,184351801,49.9399910990114,53727714,40.2670115642296,133428602,NULL
Heavily indebted poor countries (HIPC),HPC,2004,266430444,50.1685911727081,96512088,45.1450184678008,213782357,14.0612952575217
High income,HIC,2004,657544751,50.9364451152349,279455871,43.9100538035899,636427981,19.6474546300605
High income: nonOECD,NOC,2004,141980671,51.1647321797008,57744639,43.2087880545301,133640957,14.8194599228461
High income: OECD,OEC,2004,515564080,50.8739346843856,221711232,44.0964504684592,502787024,20.9864598193058
Latin America & Caribbean (all income levels),LCN,2004,280376686,50.4945276619453,100515025,39.9487054214047,251610217,19.0129157562515
Latin America & Caribbean (developing only),LAC,2004,234506681,50.4483162930403,84645162,40.0270246332305,211470030,18.9597005988024
Least developed countries: UN classification,LDC,2004,367919344,50.0831605601649,136663024,44.354252678753,308117065,12.8360463366932
Low & middle income,LMY,2004,2522577300,49.2871219760071,911846941,39.1303318486054,2330281630,14.2695853847093
Low income,LIC,2004,239220265,50.352336410756,94853167,47.0963122811631,201402528,15.2534039631156
Lower middle income,LMC,2004,1208737765,49.080908681975,337111746,33.8042485841457,997246673,10.4937199687116
Middle East & North Africa (all income levels),MEA,2004,165686166,48.7395412649821,22322557,20.5254120595253,108755708,6.60036255767963
Middle East & North Africa (developing only),MNA,2004,147609047,49.4427173272035,19007043,20.4970234685469,92730752,6.96853258696521
Middle income,MIC,2004,2283357035,49.1781252315115,816993774,38.3767105640208,2128879102,14.0121663244353
North America,NAC,2004,164257656,50.5718922692997,77201718,45.8504449832227,168377247,17.4701211305518
OECD members,OED,2004,604078849,50.8207371693132,242550090,42.6848721964712,568234309,20.1075988163179
Other small states,OSS,2004,8773931,50.304810118776,2950365,43.136770407791,6839559,12.9759541984733
Pacific island small states,PSS,2004,959558,49.0451218514884,248845,36.5614637221008,680620,3.76505376344086
Small states,SST,2004,13007383,50.2559328248635,4401428,42.3771501722603,10386320,12.3470671712394
South Asia,SAS,2004,718849465,48.3549360228439,175165419,29.503337161114,593713919,9.02611324903793
Sub-Saharan Africa (all income levels),SSF,2004,372093717,50.1206495929893,130171642,45.8216569573463,284083219,14.7368386675376
Sub-Saharan Africa (developing only),SSA,2004,371757212,50.1218193307199,130035349,45.8231865207238,283776305,14.6271639409653
Upper middle income,UMC,2004,1074619270,49.2879361966154,479882028,42.4061748700394,1131632430,17.0020605830405
World,WLD,2004,3180122051,49.6193295564854,1191302812,40.1556930001277,2966709611,15.9055404563728
Afghanistan,AFG,2004,11349112,48.2944018791609,806320,13.7727923127076,5854441,NULL
Albania,ALB,2004,1503758,49.6791631306307,542421,41.3881114505727,1310572,6.4
Algeria,DZA,2004,16224248,49.4382081361236,1437974,14.5438660742614,9887151,6.2
Angola,AGO,2004,8748072,50.5800468329912,3015458,47.4889709246281,6349807,15
Argentina,ARG,2004,19783420,51.0819628752552,7132184,40.7029791563549,17522511,33.7
Armenia,ARM,2004,1559517,51.5375504546954,664654,46.2525339054468,1437011,5.3
Australia,AUS,2004,10085944,50.1105177635258,4536033,44.3535314482437,10226994,24.7
Austria,AUT,2004,4201065,51.4082505187502,1792340,44.8927074960858,3992497,33.9
Azerbaijan,AZE,2004,4221762,50.8247991095052,1866016,47.8560248705578,3899229,10.5
Bahamas-The,BHS,2004,165225,51.2263633235051,82896,48.4166014461434,171214,20
Bahrain,BHR,2004,328132,40.6109489114332,78541,20.5376754596992,382424,0
Bangladesh,BGD,2004,69048994,49.0252328207082,24788070,38.3075030151156,64708133,2
Barbados,BRB,2004,141985,51.9918269001908,73517,48.3616748347203,152015,13.3
Belarus,BLR,2004,5180909,53.2467541843672,2263868,48.8847093576274,4631035,29.4
Belgium,BEL,2004,5321122,51.0608623585116,1979632,43.8280125902765,4516819,34.7
Belize,BLZ,2004,137279,49.7234547331438,36546,35.0040706862698,104405,6.7
Benin,BEN,2004,4009748,50.6102643561692,1478764,46.8056754370889,3159369,7.2
Bhutan,BTN,2004,298271,47.0284673661971,116579,40.173611589728,290188,9.2
Bolivia,BOL,2004,4471667,49.8639233519259,1726100,43.026164424708,4011745,19.2
Bosnia and Herzegovina,BIH,2004,1919634,50.1750711994547,516304,36.822308597511,1402150,16.7
Botswana,BWA,2004,920018,50.1167370284625,419380,47.1451327692285,889551,11.1
Brazil,BRA,2004,94253609,50.6423011285687,39602990,42.5464600467174,93081751,8.6
Brunei Darussalam,BRN,2004,173774,48.8540905257239,69396,40.6418740849195,170750,NULL
Bulgaria,BGR,2004,3992778,51.3133980993808,1580372,46.2633704065505,3416033,26.3
Burkina Faso,BFA,2004,6605739,50.7040161608359,2784132,47.980535715886,5802628,11.7
Burundi,BDI,2004,3876068,50.5907568027777,1763954,51.3733856206105,3433595,18.4
Cabo Verde,CPV,2004,240155,51.207394692794,71197,38.4680221092387,185081,11.1
Cambodia,KHM,2004,6748971,51.470401836927,3231260,49.5385664499267,6522716,9.8
Cameroon,CMR,2004,8854555,50.1175430064656,3062558,45.3052450571619,6759831,8.9
Canada,CAN,2004,16140889,50.4481621395337,8161584,46.4193669513434,17582282,21.1
Central African Republic,CAF,2004,2026474,50.8156180602503,847668,46.7989770860202,1811296,NULL
Chad,TCD,2004,4865536,50.1059368942767,1602036,45.2427677446083,3540977,6.5
Channel Islands,CHI,2004,78018,50.935561794085,34109,44.5607159187406,76545,NULL
Chile,CHL,2004,8063911,50.6746100497332,2288969,34.8728267223624,6563761,12.5
China,CHN,2004,629717539,48.5865045660262,337505095,44.6255181359288,756305157,20.2
Colombia,COL,2004,21619415,50.602320836898,8282954,41.0242803871351,20190370,12
Comoros,COM,2004,299771,49.641726930841,55452,28.7339883099117,192984,3
Congo-Dem. Rep.,ZAR,2004,27329449,50.3167116988529,10463192,50.1327970089721,20870952,12
Congo-Rep.,COG,2004,1708128,50.0536835343926,669310,48.714007269509,1373958,8.5
Costa Rica,CRI,2004,2087278,49.8509328429948,609656,33.4544408940778,1822347,35.1
Cote d'Ivoire,CIV,2004,8654396,48.6133308348101,2392281,35.8275751863878,6677206,8.5
Croatia,HRV,2004,2301794,51.8538806329239,900192,45.013808791122,1999813,21.7
Cuba,CUB,2004,5590303,49.7327830700634,1711122,36.1507270087945,4733299,36
Cyprus,CYP,2004,502792,49.4958295064022,217780,42.2523461130286,515427,16.1
Czech Republic,CZE,2004,5235549,51.3435058530635,2272134,44.287467970471,5130422,17
Denmark,DNK,2004,2729515,50.5042654221569,1356803,46.6785472848028,2906695,38
Djibouti,DJI,2004,381848,49.7428495500518,77725,33.2212068626529,233962,10.8
Dominican Republic,DOM,2004,4548610,49.9682686921681,1474138,37.809491345797,3898857,17.3
Ecuador,ECU,2004,6742602,49.9095424047042,2615625,40.7608886212663,6416997,16
Egypt-Arab Rep.,EGY,2004,36529824,49.6355647695744,4775761,20.8499094625082,22905428,2.9
El Salvador,SLV,2004,3093449,52.2093254632968,918869,39.8707206087248,2304621,10.7
Equatorial Guinea,GNQ,2004,295126,48.6845122327413,136293,44.4074092175358,306915,18
Eritrea,ERI,2004,2038735,50.1539007291096,920767,47.3666530515239,1943914,22
Estonia,EST,2004,728895,53.4948872391091,330039,48.504688967369,680427,18.8
Ethiopia,ETH,2004,37342474,50.1194344572362,15683339,46.6900998288553,33590288,7.7
Fiji,FJI,2004,401393,49.0487624563912,105900,33.3661007977617,317388,8.5
Finland,FIN,2004,2671081,51.0901457722379,1251220,47.7271964382165,2621608,37.5
France,FRA,2004,32093032,51.1810612834125,13082722,45.9642250687879,28462836,12.2
French Polynesia,PYF,2004,122602,48.6881033791216,41508,40.3217345689806,102942,NULL
Gabon,GAB,2004,674059,50.0220404237698,223193,46.1842960191696,483266,9.2
Gambia-The,GMB,2004,703194,50.4180387989908,274789,47.2668257198245,581357,13.2
Georgia,GEO,2004,2281371,52.8302925177105,1049967,47.1057962139209,2228955,9.4
Germany,DEU,2004,42117891,51.0419289071599,18214025,44.6762005197777,40768966,32.8
Ghana,GHA,2004,10402918,49.9168517750516,4312262,49.1668593543844,8770668,10.9
Greece,GRC,2004,5608625,50.7304888357699,2018977,40.2867917480377,5011511,14
Guam,GUM,2004,77531,49.0100762355083,29143,41.8510806347383,69635,NULL
Guatemala,GTM,2004,6592915,51.1963267385019,1674539,35.3409120887586,4738245,8.2
Guinea,GIN,2004,4736326,50.0416333369291,1696765,45.1839296556279,3755240,19.3
Guinea-Bissau,GNB,2004,722132,50.434692725881,274556,46.4726891111901,590790,14
Guyana,GUY,2004,374528,50.4644538523934,93327,33.0421882966068,282448,30.8
Haiti,HTI,2004,4613931,50.5958867801959,1679517,47.1247329531967,3563982,3.6
Honduras,HND,2004,3376999,50.0047828100771,797188,32.301312736682,2467974,5.5
Hong Kong SAR-China,HKG,2004,3528865,52.0213017076884,1564297,44.3518292223062,3527018,NULL
Hungary,HUN,2004,5308263,52.5198985135531,1916936,45.3912921582445,4223136,9.1
Iceland,ISL,2004,145337,49.7604782246728,78733,46.6336557426569,168833,30.2
India,IND,2004,542673946,48.1769032084989,132580520,29.1672657724517,454552446,8.3
Indonesia,IDN,2004,111270082,49.8368686908002,39050569,37.0833249410386,105304929,11.3
Iran-Islamic Rep.,IRN,2004,33945814,48.9683462899552,4470990,19.0594841821061,23458085,4.1
Iraq,IRQ,2004,13016026,49.451990518428,1029648,16.4175737022374,6271621,NULL
Ireland,IRL,2004,2038192,50.0752104545566,812389,41.4931505240088,1957887,13.3
Israel,ISR,2004,3450351,50.6733878976112,1255636,46.4795249422354,2701482,15
Italy,ITA,2004,29639364,51.3811140308175,9757298,39.7976593311832,24517266,11.5
Jamaica,JAM,2004,1329299,50.4641618829083,532384,44.0200692567959,1209412,11.7
Japan,JPN,2004,65395871,51.186098411539,27393233,41.1099687186909,66634040,7.1
Jordan,JOR,2004,2546728,48.1422985737774,172743,13.0890599817693,1319751,5.5
Kazakhstan,KAZ,2004,7808243,52.0099285532801,3826326,49.0671621694404,7798140,10.4
Kenya,KEN,2004,17234156,50.0447942444071,5985080,46.5714966019214,12851380,7.1
Korea-Dem. Rep.,PRK,2004,12103778,51.2019393470939,6785837,47.9977640115494,14137819,20.1
Korea-Rep.,KOR,2004,24009028,49.9777685987544,9772479,40.8730929665464,23909321,13
Kuwait,KWT,2004,889944,41.0804562894905,276481,25.4096612976452,1088094,0
Kyrgyz Republic,KGZ,2004,2580013,50.5419087880587,955185,43.1760672819534,2212302,10
Lao PDR,LAO,2004,2858622,50.5155601076818,1330574,50.7234310538984,2623194,22.9
Latvia,LVA,2004,1224952,54.126636345309,535627,48.2306562586387,1110553,21
Lebanon,LBN,2004,1907418,49.3731348383274,269531,21.3300507034942,1263621,2.3
Lesotho,LSO,2004,981263,51.320159285204,379584,47.6848147110588,796027,11.7
Liberia,LBR,2004,1589030,49.8966446160527,533216,48.7254723679485,1094327,5.3
Libya,LBY,2004,2749089,48.2023676432839,561838,26.6323033014143,2109611,NULL
Lithuania,LTU,2004,1803426,53.402002688375,785804,48.9090438324379,1606664,22
Luxembourg,LUX,2004,232192,50.6863261521028,84397,41.9825000373081,201029,23.3
Macao SAR-China,MAC,2004,238594,52.0289851912102,113089,46.4568578799481,243428,NULL
Macedonia-FYR,MKD,2004,1021312,50.1025291840247,328423,39.4016030674471,833527,19.2
Madagascar,MDG,2004,8919102,50.2106498165579,4141779,48.9437997824709,8462316,6.9
Malawi,MWI,2004,6238224,50.2773699190288,2638449,48.6465721802972,5423710,14
Malaysia,MYS,2004,12360489,48.7939236145097,3760794,35.4635178191071,10604684,9.1
Maldives,MDV,2004,154924,49.6550712363754,48494,39.304906021284,123379,6
Mali,MLI,2004,6220215,49.862014450346,1208371,35.3088325919684,3422291,10.2
Malta,MLT,2004,202913,50.5679026105282,47625,29.8400385962494,159601,9.2
Mauritania,MRT,2004,1526453,49.8046254309301,227804,24.7289416893544,921204,3.7
Mauritius,MUS,2004,615947,50.4459897930229,184671,34.6164227953168,533478,5.7
Mexico,MEX,2004,54474600,50.3193201134233,15107172,34.6675073485467,43577324,22.6
Moldova,MDA,2004,1878512,52.1237787033368,724170,50.4599909276954,1435137,15.8
Mongolia,MNG,2004,1253620,50.2126674413137,490364,46.5514377039267,1053381,6.8
Montenegro,MNE,2004,311850,50.8434471147283,108105,43.2416540667675,250002,NULL
Morocco,MAR,2004,15238717,50.6385598111514,3025122,27.5867735464363,10965842,10.8
Mozambique,MOZ,2004,10615133,51.7227050669929,5214478,54.4807113228938,9571237,34.8
Myanmar,MMR,2004,25356387,51.1395323748777,13169556,49.6049979417187,26548849,NULL
Namibia,NAM,2004,1023367,51.098217696212,339326,46.704315379311,726541,25
Nepal,NPL,2004,12691529,50.366947864782,6261808,48.9315604488964,12797074,5.9
Netherlands,NLD,2004,8225795,50.5214756029155,3802392,44.357397910051,8572171,36.7
New Caledonia,NCL,2004,113522,49.7254065582511,39761,40.5372890859968,98085,NULL
New Zealand,NZL,2004,2085877,51.0306393163248,977298,45.9921606571156,2124923,28.3
Nicaragua,NIC,2004,2687384,50.6126990530355,736432,35.7647863287711,2059098,20.7
Niger,NER,2004,6477605,49.843021074465,1319191,30.9027400366563,4268848,12.4
Nigeria,NGA,2004,67046458,49.2867905503829,18068263,42.9542687762671,42063952,4.7
Norway,NOR,2004,2316962,50.4574721615186,1132477,46.989245571822,2410077,38.2
Oman,OMN,2004,1086646,44.3856164993461,167155,19.0425142885786,877799,2.4
Pakistan,PAK,2004,72803330,48.448994682427,7998599,16.8415557998149,47493231,21.3
Panama,PAN,2004,1619330,49.6633913091749,531613,36.4430005922871,1458752,16.7
Papua New Guinea,PNG,2004,2911279,49.0110349276639,1257604,48.4499046299639,2595679,0.9
Paraguay,PRY,2004,2816128,49.3733412205531,977934,38.1972792171295,2560219,10
Peru,PER,2004,13645021,50.0308984780217,5415065,42.7138568004179,12677537,18.3
Philippines,PHL,2004,42093350,49.7579390310793,13361770,37.9099140302292,35246110,15.3
Poland,POL,2004,19668917,51.5132863444921,7872954,45.4877142876457,17307869,20.2
Portugal,PRT,2004,5410806,51.6108103407956,2521296,46.1505091427135,5463203,19.1
Puerto Rico,PRI,2004,1989210,51.9799596255999,577261,40.6257191618136,1420925,NULL
Qatar,QAT,2004,258195,35.2679156831891,71593,16.5274622786119,433176,NULL
Romania,ROM,2004,10984583,51.2060022472558,4622742,45.4802790714697,10164278,11.4
Russian Federation,RUS,2004,76949489,53.4122732877142,36752563,49.1534894905466,74771015,9.8
Rwanda,RWA,2004,4614190,52.2620114994344,2325552,54.2309831434145,4288235,48.8
Samoa,WSM,2004,86082,48.1459109366086,15153,27.8604129511482,54389,6.1
Sao Tome and Principe,STP,2004,75339,50.3158977372906,17466,36.3073213320584,48106,9.1
Saudi Arabia,SAU,2004,10668976,44.3513692232565,1123265,14.164543327098,7930118,0
Senegal,SEN,2004,5585420,50.9292591530823,2054004,44.355014773819,4630827,19.2
Serbia,SRB,2004,3812884,51.0894253561599,1420192,43.0695849745075,3297436,NULL
Sierra Leone,SLE,2004,2468341,50.6797602776079,907093,50.4391705914735,1798390,14.5
Singapore,SGP,2004,2095945,50.3022698235293,884304,41.2788882058119,2142267,16
Slovak Republic,SVK,2004,2766407,51.4940928491818,1214101,45.3968811871007,2674415,16.7
Slovenia,SVN,2004,1023225,51.2378172145195,464266,45.8757696340045,1012007,12.2
Solomon Islands,SLB,2004,223883,48.89972719787,71029,39.8464015438384,178257,0
Somalia,SOM,2004,4154475,50.3508400260136,801049,33.0297476327036,2425235,NULL
South Africa,ZAF,2004,23770346,50.869932437748,7381162,44.6555211610253,16529114,32.8
Spain,ESP,2004,21769505,50.7188825164692,8357149,40.8069674420699,20479711,36
Sri Lanka,LKA,2004,9829359,50.5755542618588,2565029,32.4891773630638,7895026,4.9
St. Lucia,LCA,2004,83480,51.0699734494867,38026,46.8208234830575,81216,11.1
St. Vincent and the Grenadines,VCT,2004,53758,49.5177915127622,20145,39.5620581304006,50920,22.7
Sudan,SDN,2004,15533195,49.82387371088,2658714,28.5799944317301,9302710,9.7
Suriname,SUR,2004,243406,49.7445392714669,63819,35.750738049756,178511,19.6
Swaziland,SWZ,2004,560644,51.210888082026,141651,39.9194571104886,354842,10.8
Sweden,SWE,2004,4538273,50.4615308225682,2206070,47.5868248644703,4635884,45.3
Switzerland,CHE,2004,3775180,51.0875731539315,1882822,45.3639906931179,4150477,25
Syrian Arab Republic,SYR,2004,8631069,48.8406037309034,929372,17.9825710472271,5168182,12
Tajikistan,TJK,2004,3316745,49.7514635584886,1174975,43.8349740398164,2680451,12.7
Tanzania,TZA,2004,19095108,50.335942738767,9291908,49.8440854917139,18641947,21.4
Thailand,THA,2004,33088048,50.5898475949415,16968292,45.6659093490244,37157460,8.8
Timor-Leste,TMP,2004,474644,49.3067978068508,81903,32.3614711088633,253088,25.3
Togo,TGO,2004,2766847,50.9684166238069,1255760,51.2573931287272,2449910,6.2
Tonga,TON,2004,49848,49.735597549538,16653,42.1434898139947,39515,0
Trinidad and Tobago,TTO,2004,650411,50.3985556377781,261557,41.1253144654088,636000,19.4
Tunisia,TUN,2004,4978935,50.1282213947097,897504,26.3851944881501,3401544,22.8
Turkey,TUR,2004,34040169,50.8262790446517,5731686,26.2080290765937,21869962,4.4
Turkmenistan,TKM,2004,2379652,50.6645693861196,757374,39.9870964063175,1894046,NULL
Uganda,UGA,2004,13613124,50.2056187737283,5452982,49.8623819319272,10936064,23.9
Ukraine,UKR,2004,25428511,53.5883104225996,11423901,49.3305534565563,23157861,5.3
United Arab Emirates,ARE,2004,1191962,29.9793382453731,295217,12.0385635949844,2452261,0
United Kingdom,GBR,2004,30650249,51.0940472670741,13884694,45.6981237519957,30383510,18.1
United States,USA,2004,148116767,50.5854123303399,69040133,45.7841102320625,150794965,14.9
Uruguay,URY,2004,1718843,51.7085848302817,697500,44.0176954291015,1584590,12.1
Uzbekistan,UZB,2004,13100498,50.6507919555335,4245869,41.0143373004933,10352158,17.5
Vanuatu,VUT,2004,99939,48.955149306372,40110,44.0420765987351,91072,3.8
Venezuela-RB,VEN,2004,13134977,49.9153906994867,4731936,39.317272746912,12035260,9.7
Vietnam,VNM,2004,41335827,50.7584161383297,21948953,48.4667127656039,45286655,27.3
Virgin Islands (U.S.),VIR,2004,56280,52.135557448069,24043,44.5984047486552,53910,NULL
West Bank and Gaza,WBG,2004,1595323,49.2896972309854,118390,16.7312040700961,707600,NULL
Yemen-Rep.,YEM,2004,9864008,49.4892511731487,1240446,24.6200644099244,5038354,0.3
Zambia,ZMB,2004,5889379,50.2265250453387,2343560,46.8500237892473,5002260,12
Zimbabwe,ZWE,2004,6483918,50.388597049945,3153180,48.7308976281478,6470597,10
Arab World,ARB,2003,146522968,48.8648650744939,19382794,21.1330413614311,91717960,6.0439175257732
Caribbean small states,CSS,2003,3253257,50.4422299656552,1175516,41.6289868375574,2823791,15.9295612009238
Central Europe and the Baltics,CEB,2003,55166670,51.6498343493856,22519058,45.6882228607299,49288542,16.2407139629462
East Asia & Pacific (all income levels),EAS,2003,1022703277,49.267411679245,500167771,43.8216298731614,1141371910,16.0565725983331
East Asia & Pacific (developing only),EAP,2003,915167445,49.0958083635883,455144446,44.0780460953463,1032587622,16.7943376441804
Euro area,EMU,2003,166695523,51.1366077319916,65990878,43.3625186781945,152184142,20.6983904828551
Europe & Central Asia (all income levels),ECS,2003,447044113,51.6512292326033,179708110,44.608333605038,402857706,17.7653736722307
Europe & Central Asia (developing only),ECA,2003,126809622,51.5559861849488,44250199,42.5697052475253,103947626,9.65183739837398
European Union,EUU,2003,252034190,51.1907543034395,102387402,44.1337297075921,231993539,21.0550457424349
Fragile and conflict affected situations,FCS,2003,179785390,49.9530604319579,52189137,40.2490455404174,129665524,NULL
Heavily indebted poor countries (HIPC),HPC,2003,258987645,50.1755525819687,93429253,45.0770848679088,207265515,13.5259223488507
High income,HIC,2003,653787333,50.9540599670106,275455774,43.8122137895291,628719139,18.9237367582263
High income: nonOECD,NOC,2003,141260239,51.2201904432178,56286092,43.1631404046034,130403149,12.5349663784822
High income: OECD,OEC,2003,512527094,50.8811958285986,219169681,43.9820682856274,498315990,20.4731158998253
Latin America & Caribbean (all income levels),LCN,2003,276657470,50.4870410156915,96734256,39.574675918505,244434733,18.450255164034
Latin America & Caribbean (developing only),LAC,2003,231342297,50.4410221638839,81732403,39.6860931589384,205947213,18.4573785242951
Least developed countries: UN classification,LDC,2003,358916118,50.0870641263976,132701516,44.3109716992498,299477788,12.2925186188219
Low & middle income,LMY,2003,2487351665,49.2924896232457,893943041,39.1087729053481,2285786474,13.4402743412771
Low income,LIC,2003,232856343,50.3687739585845,91978024,47.0593859692634,195450966,14.1239957150509
Lower middle income,LMC,2003,1188974625,49.0860108481337,327075427,33.6104578373236,973135886,9.97223466188983
Middle East & North Africa (all income levels),MEA,2003,162766539,48.8063056214374,21070265,20.2012810384896,104301628,5.87146739130435
Middle East & North Africa (developing only),MNA,2003,145174502,49.4611638304258,17922017,20.0962657536095,89180832,6.00846030473135
Middle income,MIC,2003,2254495322,49.1839401572572,801965017,38.3653731078006,2090335508,13.3080142982956
North America,NAC,2003,162782426,50.5874936425688,76693490,45.8909081491871,167121320,16.8764945652174
OECD members,OED,2003,599895148,50.8277977568902,239522796,42.6188872616271,562010905,19.6659782044629
Other small states,OSS,2003,8633480,50.3464140736012,2880394,43.0779320029851,6686471,12.6248245614035
Pacific island small states,PSS,2003,948759,49.0331959986191,244643,36.5018262551028,670224,2.72249240121581
Small states,SST,2003,12835496,50.2710974490362,4300554,42.2431011643256,10180486,11.6643007360673
South Asia,SAS,2003,706798403,48.3548432408792,168573495,29.1846063863048,577610988,9.17911845730028
Sub-Saharan Africa (all income levels),SSF,2003,362386770,50.1278370499809,126451428,45.6821099765104,276807328,13.7184473252868
Sub-Saharan Africa (developing only),SSA,2003,362059396,50.1289817939421,126320482,45.6835124084384,276512193,13.7433530392603
Upper middle income,UMC,2003,1065520697,49.2936781147708,474889590,42.5071384556785,1117199622,16.1809468710828
World,WLD,2003,3141138998,49.6293327748877,1169398814,40.1234023768968,2914505613,15.175738784714
Afghanistan,AFG,2003,10879644,48.3381442023785,763871,13.7174890888038,5568592,NULL
Albania,ALB,2003,1506351,49.5572890349674,545228,41.244409748068,1321944,5.7
Algeria,DZA,2003,16003592,49.4015999932829,1376750,14.2701636609233,9647752,6.2
Angola,AGO,2003,8446466,50.6037152676574,2942119,47.8709359349424,6145940,15.5
Argentina,ARG,2003,19569093,51.0816005700939,6430425,39.5581699816027,16255618,30.7
Armenia,ARM,2003,1580359,52.0467853590742,684794,47.158191362841,1452121,4.6
Australia,AUS,2003,9969868,50.1114224265154,4489332,44.4543554669417,10098745,25.3
Austria,AUT,2003,4175817,51.4173071164787,1782194,44.387619642995,4015070,33.9
Azerbaijan,AZE,2003,4192714,50.9189114160173,1815526,47.6357849690326,3811265,10.5
Bahamas-The,BHS,2003,161901,51.2739226683811,80096,48.524796743042,165062,20
Bahrain,BHR,2003,314528,41.2985904581832,74598,20.8336475220979,358065,0
Bangladesh,BGD,2003,67909324,48.9965647517874,24086053,38.1378602870714,63155229,2
Barbados,BRB,2003,141537,51.9857783523898,72202,48.3082543272158,149461,13.3
Belarus,BLR,2003,5210427,53.1839053852531,2280778,48.8870522010639,4665403,10.3
Belgium,BEL,2003,5299665,51.0755292763814,1925416,43.4414434334113,4432210,35.3
Belize,BLZ,2003,133752,49.6975461855149,34485,34.2099519860323,100804,3.3
Benin,BEN,2003,3886781,50.7036622056149,1424760,46.8562235217742,3040706,6
Bhutan,BTN,2003,292379,47.4276287402226,108833,39.8213704203759,273303,9.3
Bolivia,BOL,2003,4393082,49.8623448144356,1677776,42.870367791521,3913603,18.5
Bosnia and Herzegovina,BIH,2003,1914976,50.1655483844264,517353,36.9511727384992,1400099,16.7
