CountryName,CountryCode,Year,PopulationFemale,PopulationFemalePercentOfTotal,LaborForceFemale,LaborForceFemalePercentOfTotalLaborForce,LaborForceTotal,ProportionOfSeatsHeldByWomenInNationalParliamentsPercent
Burundi,BDI,1995,3184663,51.0442007812112,1451414,52.3674257116024,2771597,NULL
Cabo Verde,CPV,1995,202081,51.928018583807,50323,37.6488807756763,133664,NULL
Cambodia,KHM,1995,5502577,51.4525980229575,2328078,50.6488073236418,4596511,NULL
Cameroon,CMR,1995,7001519,50.2636943338185,2287072,44.4049745985136,5150486,NULL
Canada,CAN,1995,14824169,50.5013604679237,6763275,44.9397374849947,15049654,NULL
Central African Republic,CAF,1995,1697766,50.8947071802005,692153,46.2639120324417,1496097,NULL
Chad,TCD,1995,3519541,50.2674232900492,1189708,45.4771088878347,2616059,NULL
Channel Islands,CHI,1995,74039,51.3981256508157,29416,42.2158438576349,69680,NULL
Chile,CHL,1995,7193571,50.6804149306615,1803565,31.9015729995242,5653530,NULL
China,CHN,1995,586099152,48.6447873387635,307229603,44.9372588072011,683685679,NULL
Colombia,COL,1995,18894489,50.463380942995,4533433,32.2879715112397,14040625,NULL
Comoros,COM,1995,238627,49.7581186636473,37773,26.7200033954416,141366,NULL
Congo-Dem. Rep.,ZAR,1995,21303838,50.5026311160588,8077647,49.513522784265,16314022,NULL
Congo-Rep.,COG,1995,1364161,50.1294429049303,494573,47.0214479327403,1051803,NULL
Costa Rica,CRI,1995,1744982,49.7014889238591,418262,29.9379570194174,1397096,NULL
Cote d'Ivoire,CIV,1995,6936382,48.154806120933,1764554,32.6107020446996,5410966,NULL
Croatia,HRV,1995,2410535,51.628500667784,912325,43.2467395184162,2109581,NULL
Cuba,CUB,1995,5416152,49.6619123627551,1555467,33.6679565595142,4620022,NULL
Cyprus,CYP,1995,423596,49.5208612689665,134479,37.1976012790228,361526,NULL
Czech Republic,CZE,1995,5309628,51.4137507454848,2281753,44.2391639637851,5157767,NULL
Denmark,DNK,1995,2649082,50.6190251772452,1277197,45.2241205318414,2824150,NULL
Djibouti,DJI,1995,328615,49.7091106015042,55073,30.7749477519362,178954,NULL
Dominican Republic,DOM,1995,3928775,49.7790918374846,1114177,35.0510770988611,3178724,NULL
Ecuador,ECU,1995,5697144,49.797702493301,1625856,34.8550279722439,4664624,NULL
Egypt-Arab Rep.,EGY,1995,31038254,49.7132844459605,3936843,22.3831875942276,17588393,NULL
El Salvador,SLV,1995,2875494,51.4515339137978,784220,36.5658450518702,2144679,NULL
Equatorial Guinea,GNQ,1995,219174,48.8865394395225,100642,44.5153128925532,226084,NULL
Eritrea,ERI,1995,1592967,50.3451065786584,591317,45.316856343641,1304850,NULL
Estonia,EST,1995,771741,53.7187141505405,337389,48.1033214330524,701384,NULL
Ethiopia,ETH,1995,28701225,50.1443326411381,11137028,45.0030732694014,24747261,NULL
Fiji,FJI,1995,381379,49.1785923367952,91624,31.6223977027997,289744,NULL
Finland,FIN,1995,2621144,51.3165951995389,1180115,46.9304324138384,2514605,NULL
France,FRA,1995,30362998,50.994339091933,11809912,44.6123550323754,26472290,NULL
French Polynesia,PYF,1995,103416,48.0557620817844,32803,38.8022096310579,84539,NULL
Gabon,GAB,1995,551732,50.7830556243321,180644,46.3546317680267,389700,NULL
Gambia-The,GMB,1995,532642,49.9783250418017,200002,45.372298673781,440802,NULL
Georgia,GEO,1995,2486086,52.5155496894404,1135237,47.588460425985,2385530,NULL
Germany,DEU,1995,41873838,51.2669406429621,16922700,42.4247289286778,39888764,NULL
Ghana,GHA,1995,8286759,49.4407460752172,3398372,48.7482201961937,6971274,NULL
Greece,GRC,1995,5377866,50.570543518292,1654343,36.6348824195445,4515759,NULL
Guam,GUM,1995,69706,47.8874981107707,25645,38.8778557676273,65963,NULL
Guatemala,GTM,1995,5257677,50.7627430712516,1229401,33.6057821360839,3658302,NULL
Guinea,GIN,1995,3962932,50.3995341237917,1422999,45.6042064862495,3120324,NULL
Guinea-Bissau,GNB,1995,598180,50.6555720875248,198372,44.1185497537998,449634,NULL
Guyana,GUY,1995,369378,50.8298529644486,92057,32.7581666785282,281020,NULL
Haiti,HTI,1995,3961842,50.6641980632256,1328701,45.4634604007639,2922569,NULL
Honduras,HND,1995,2791202,49.9219121123149,550151,29.043117720097,1894256,NULL
Hong Kong SAR-China,HKG,1995,3076098,49.968296840523,1186061,38.5633140635059,3075620,NULL
Hungary,HUN,1995,5393503,52.2172636498823,1810465,43.3967682265755,4171889,NULL
Iceland,ISL,1995,133356,49.8586672848415,71601,46.5409990574929,153845,NULL
India,IND,1995,463375804,48.2243593266954,104277538,28.3057589697729,368396898,NULL
Indonesia,IDN,1995,98432226,49.9762911195541,33505267,38.2727792843713,87543334,NULL
Iran-Islamic Rep.,IRN,1995,29727928,49.2848179978618,1797576,11.7945043935706,15240793,NULL
Iraq,IRQ,1995,10017631,49.5486715416877,663460,14.3345680314027,4628392,NULL
Ireland,IRL,1995,1815918,50.3185854351303,550777,37.5896955708099,1465234,NULL
Israel,ISR,1995,2806392,50.6112211255787,922001,43.3771369803335,2125546,NULL
Italy,ITA,1995,29245451,51.4483421398016,8383464,36.8405357582143,22756086,NULL
Jamaica,JAM,1995,1253299,50.536243643404,559316,46.5612429739737,1201248,NULL
Japan,JPN,1995,63960290,50.9891579437098,27069641,40.4779533237999,66875024,NULL
Jordan,JOR,1995,1991165,47.4651853010932,138328,13.1723012961092,1050143,NULL
Kazakhstan,KAZ,1995,8175648,51.6934821884309,3677146,47.6844274704824,7711419,NULL
Kenya,KEN,1995,13740235,50.1962423969428,4943920,47.0226988060854,10513901,NULL
Korea-Dem. Rep.,PRK,1995,11156080,51.2601045687607,6256055,48.1854739326272,12983280,NULL
Korea-Rep.,KOR,1995,22511798,49.9230533119459,8528476,39.7937707747305,21431686,NULL
Kuwait,KWT,1995,680016,41.5395921030207,177798,23.2839972446523,763606,NULL
Kyrgyz Republic,KGZ,1995,2316394,50.7936504479942,850898,45.4820877444488,1870842,NULL
Lao PDR,LAO,1995,2436722,50.1612878655944,1100932,50.2710512184519,2189992,NULL
Latvia,LVA,1995,1339101,53.8861521840137,577555,48.0193389343632,1202755,NULL
Lebanon,LBN,1995,1529384,50.4180449303522,195974,21.6682090728867,904431,NULL
Lesotho,LSO,1995,894457,51.0003854434652,359203,47.3814451483889,758109,NULL
Liberia,LBR,1995,1044767,50.2310905077645,339752,48.4811470450576,700792,NULL
Libya,LBY,1995,2322282,47.6052857179756,314097,20.7733500703364,1512019,NULL
Lithuania,LTU,1995,1919055,52.8796092918594,850383,47.4630694328708,1791673,NULL
Luxembourg,LUX,1995,208006,50.9038388035713,60467,36.0671871924414,167651,NULL
Macao SAR-China,MAC,1995,205453,51.5618921896607,75518,42.5582994263043,177446,NULL
Macedonia-FYR,MKD,1995,974921,49.9052491267153,315702,39.3587935864398,802113,NULL
Madagascar,MDG,1995,6748327,50.164013806775,3141257,49.037172005859,6405869,NULL
Malawi,MWI,1995,4962954,50.5247784442988,2033460,49.9084400796096,4074381,NULL
Malaysia,MYS,1995,10195405,49.1928637813725,2809141,34.1586694522399,8223801,NULL
Maldives,MDV,1995,125889,49.3682843310899,19198,27.3709723410322,70140,NULL
Mali,MLI,1995,4850007,50.3079203326998,978669,37.5424509356756,2606833,NULL
Malta,MLT,1995,187727,50.6776479560462,41392,28.265694248117,146439,NULL
Mauritania,MRT,1995,1168717,50.0742941413885,133100,20.9895194330464,634126,NULL
Mauritius,MUS,1995,562905,50.1493785639103,160721,32.9640826640195,487564,NULL
Mexico,MEX,1995,47541129,50.3469941726168,11649266,32.5470649735949,35792063,NULL
Moldova,MDA,1995,1919738,52.2363486101438,847945,48.9637829285475,1731780,NULL
Mongolia,MNG,1995,1159570,50.45913078896,393359,46.4816110262943,846268,NULL
Montenegro,MNE,1995,306276,50.3422708993174,104540,42.1795880489822,247845,NULL
Morocco,MAR,1995,13648628,50.2491855408142,2413742,26.2712268407008,9187778,NULL
Mozambique,MOZ,1995,8316789,52.2637856694305,4110335,55.8239307329017,7363034,NULL
Myanmar,MMR,1995,22800329,50.9949770448752,10938630,49.3229598456314,22177562,NULL
Namibia,NAM,1995,843266,50.9768385468869,242750,45.1962569493318,537102,NULL
Nepal,NPL,1995,10594604,49.5285449587103,4993454,46.7600646734126,10678886,NULL
Netherlands,NLD,1995,7811901,50.5330111321722,3047617,41.2506500365591,7388046,NULL
New Caledonia,NCL,1995,94787,48.9059080962801,32172,39.4086014919706,81637,NULL
New Zealand,NZL,1995,1863246,50.7226618730486,801491,44.0864136413641,1818000,NULL
Nicaragua,NIC,1995,2327712,50.4682659945983,451328,29.3787429047545,1536240,NULL
Niger,NER,1995,4726142,50.482657816053,786233,26.9261380798791,2919962,NULL
Nigeria,NGA,1995,53631778,49.4644833265209,12578271,36.6248880756412,34343507,NULL
Norway,NOR,1995,2204532,50.5721149743978,1004805,45.7305126315804,2197231,NULL
Oman,OMN,1995,892321,40.710600657705,91046,11.5245037790135,790021,NULL
Pakistan,PAK,1995,59243037,48.3223150807593,4223590,12.2227317129214,34555205,NULL
Panama,PAN,1995,1356701,49.5485414288975,387928,34.1976302285584,1134371,NULL
Papua New Guinea,PNG,1995,2310244,48.9880996936128,959728,48.598694957773,1974802,NULL
Paraguay,PRY,1995,2353600,49.4365190439612,788975,37.6795446600328,2093908,NULL
Peru,PER,1995,12025641,50.0260433555623,3955636,39.1621382515051,10100664,NULL
Philippines,PHL,1995,34609160,49.5579675688283,10414460,37.1726955588622,28016424,NULL
Poland,POL,1995,19865471,51.4716212175314,7925859,45.6623667077055,17357530,NULL
Portugal,PRT,1995,5194928,51.8136503588703,2132671,44.5187186984919,4790504,NULL
Puerto Rico,PRI,1995,1905930,51.7479304942015,481261,38.0141768904364,1266004,NULL
Qatar,QAT,1995,170882,34.1068901578583,44990,15.2817217157376,294404,NULL
Romania,ROM,1995,11537901,50.8630020520245,5172687,45.7762585162002,11299934,NULL
Russian Federation,RUS,1995,78766387,53.0857635375416,33331270,47.2298716521525,70572434,NULL
Rwanda,RWA,1995,3073592,51.982400759037,1508725,52.0287855426722,2899789,NULL
Samoa,WSM,1995,81670,47.9965678957205,18104,31.3635812414462,57723,NULL
Sao Tome and Principe,STP,1995,63368,50.4144987031998,13442,34.7715867349578,38658,NULL
Saudi Arabia,SAU,1995,8349907,44.2879662155962,697619,11.9918802604863,5817428,NULL
Senegal,SEN,1995,4386167,50.3535173680877,1522909,42.7840512427922,3559525,NULL
Serbia,SRB,1995,3867856,50.7236032328944,1355227,41.3876370335013,3274473,NULL
Sierra Leone,SLE,1995,1942972,50.6271420110495,699481,51.0619644096836,1369867,NULL
Singapore,SGP,1995,1750399,49.6637459854392,681990,38.7057119571756,1761988,NULL
Slovak Republic,SVK,1995,2751379,51.3125611836769,1109739,44.7306761362148,2480935,NULL
Slovenia,SVN,1995,1025514,51.5366658180546,444630,46.3129716526657,960055,NULL
Solomon Islands,SLB,1995,174729,48.6390562193099,52472,39.4627197930298,132966,NULL
Somalia,SOM,1995,3202100,50.4550582688878,622953,32.2068362228612,1934226,NULL
South Africa,ZAF,1995,19847441,50.734768136866,5713986,41.4261355476046,13793191,NULL
Spain,ESP,1995,20105920,51.0470745003297,6257005,37.6864535346938,16602796,NULL
Sri Lanka,LKA,1995,9026908,49.7734244059833,2323939,32.6906626742874,7108877,NULL
St. Lucia,LCA,1995,74980,50.9929270946681,29146,45.165889262525,64531,NULL
St. Vincent and the Grenadines,VCT,1995,53985,49.9297090323893,16865,37.1664058884457,45377,NULL
Sudan,SDN,1995,12294025,49.7895672155766,1889805,26.8660694865208,7034170,NULL
Suriname,SUR,1995,219901,49.3239575622995,47651,32.525169789427,146505,NULL
Swaziland,SWZ,1995,500112,51.9096393295607,115425,40.379004666718,285854,NULL
Sweden,SWE,1995,4465894,50.5939125745464,2142293,47.4735640324584,4512602,NULL
Switzerland,CHE,1995,3602348,51.1647215450613,1681921,43.031873481373,3908547,NULL
Syrian Arab Republic,SYR,1995,7050790,49.1962649635828,927340,21.6787406721499,4277647,NULL
Tajikistan,TJK,1995,2891379,49.9864115636556,949030,44.0478969766646,2154541,NULL
Tanzania,TZA,1995,15068098,50.389366347807,7225472,49.7970034568924,14509853,NULL
Thailand,THA,1995,29790317,50.2653667597334,14369018,44.9702754957185,31952257,NULL
Timor-Leste,TMP,1995,423603,49.460965696331,96537,32.6505832575161,295667,NULL
Togo,TGO,1995,2192240,51.1693196952771,868201,48.4149449323853,1793250,NULL
Tonga,TON,1995,47275,49.3017968692968,13476,38.3997264489656,35094,NULL
Trinidad and Tobago,TTO,1995,630126,50.2092030205554,197027,37.660657078851,523164,NULL
Tunisia,TUN,1995,4446500,49.6399703663781,675711,23.4868160362602,2876980,NULL
Turkey,TUR,1995,29702231,50.7536799634738,6184048,29.6791485298833,20836339,NULL
Turkmenistan,TKM,1995,2120280,50.6273862765371,615819,40.476088755448,1521439,NULL
Uganda,UGA,1995,10280131,50.360787826679,4343857,50.6913458248514,8569228,NULL
Ukraine,UKR,1995,27501563,53.3883424779184,12173011,48.4901021207081,25104115,NULL
United Arab Emirates,ARE,1995,783784,33.3497858898337,150096,11.5803377444203,1296128,NULL
United Kingdom,GBR,1995,29819995,51.3969206506172,12709263,44.37410242849,28641172,NULL
United States,USA,1995,135314671,50.8170675752073,61883099,45.2036827585885,136898357,NULL
Uruguay,URY,1995,1662615,51.5570389173678,626318,41.110631220077,1523494,NULL
Uzbekistan,UZB,1995,11478995,50.379615061292,3262944,40.6273629923569,8031395,NULL
Vanuatu,VUT,1995,81932,48.7006348225112,35326,45.540214770984,77571,NULL
Venezuela-RB,VEN,1995,11023216,49.6794783247721,2917359,33.4965971897781,8709419,NULL
Vietnam,VNM,1995,36519759,50.7250584200117,17644370,48.4538841918783,36414769,NULL
Virgin Islands (U.S.),VIR,1995,56094,52.0267618531462,21658,42.3313722807498,51163,NULL
West Bank and Gaza,WBG,1995,1220919,49.3367381234646,64460,13.0906373308584,492413,NULL
Yemen-Rep.,YEM,1995,7525033,49.2922870453167,670565,19.1528820222569,3501118,NULL
Zambia,ZMB,1995,4664427,50.4070177781942,1871780,47.727890490375,3921774,NULL
Zimbabwe,ZWE,1995,5877504,50.3075886474316,2217164,46.3401609475183,4784541,NULL
Arab World,ARB,1996,126276878,48.8876704116715,15517031,20.6640118455127,75092064,NULL
Caribbean small states,CSS,1996,3097601,50.4197951152431,1111080,41.9704105623247,2647296,NULL
Central Europe and the Baltics,CEB,1996,56456506,51.5287603777599,23279475,45.5923170196303,51060081,NULL
East Asia & Pacific (all income levels),EAS,1996,956293113,49.2678945710817,459087478,43.9285513466737,1045077669,NULL
East Asia & Pacific (developing only),EAP,1996,852657989,49.1076669882841,416076574,44.303205353603,939156822,NULL
Euro area,EMU,1996,162687985,51.2105798045582,59696863,41.6127135651203,143458234,NULL
Europe & Central Asia (all income levels),ECS,1996,441598390,51.6520303206321,169030170,43.547825742579,388148358,NULL
Europe & Central Asia (developing only),ECA,1996,124473306,51.5216304184335,44425500,42.775896461949,103856388,NULL
European Union,EUU,1996,248394713,51.2490044968678,95950583,42.9103853999569,223606901,NULL
Fragile and conflict affected situations,FCS,1996,151430584,49.9926573572477,42554327,39.8142980543267,106882027,NULL
Heavily indebted poor countries (HIPC),HPC,1996,213375980,50.2366280875228,74743025,44.5188745752525,167890640,NULL
High income,HIC,1996,628661240,51.0222821206628,251752765,42.7011916057575,589568483,NULL
High income: nonOECD,NOC,1996,136336803,51.2489181169571,49161957,41.5980427158144,118183350,NULL
High income: OECD,OEC,1996,492324437,50.9598749849769,202590808,42.977767637921,471385133,NULL
Latin America & Caribbean (all income levels),LCN,1996,249153027,50.4166419603163,75831550,36.8454424262364,205809855,NULL
Latin America & Caribbean (developing only),LAC,1996,207799336,50.3713814360483,63911930,37.0268639422628,172609624,NULL
Least developed countries: UN classification,LDC,1996,300886524,50.0930356239317,108343545,44.0122530265285,246166774,NULL
Low & middle income,LMY,1996,2234509639,49.3026042213081,777746139,38.8485501852718,2001995284,NULL
Low income,LIC,1996,193032447,50.4399501792456,74374821,46.6199565852602,159534297,NULL
Lower middle income,LMC,1996,1051210660,49.1090791100687,275710275,33.1884922097829,830740591,NULL
Middle East & North Africa (all income levels),MEA,1996,142188584,48.8910654234438,15579122,18.7773615095213,82967598,NULL
Middle East & North Africa (developing only),MNA,1996,127701414,49.4939440183023,13304779,18.6945915958383,71169145,NULL
Middle income,MIC,1996,2041477192,49.1977107113585,703371317,38.1756426638652,1842460988,NULL
North America,NAC,1996,151795299,50.7564718467021,69840077,45.3140497003482,154124554,NULL
OECD members,OED,1996,570937939,50.8977407971785,220783229,41.7154793901857,529259717,NULL
Other small states,OSS,1996,7620041,50.437546502391,2372482,41.9335869458207,5657713,NULL
Pacific island small states,PSS,1996,871693,48.9600195010385,219106,36.1806439681038,605589,NULL
Small states,SST,1996,11589335,50.3185953122074,3702668,41.5535410754699,8910598,NULL
South Asia,SAS,1996,621003795,48.3470874417308,139476116,28.5602172127646,488358040,NULL
Sub-Saharan Africa (all income levels),SSF,1996,301138671,50.2016055479792,100654390,44.3259690858318,227077693,NULL
Sub-Saharan Africa (developing only),SSA,1996,300873799,50.2026647216913,100551240,44.325914211496,226845265,NULL
Upper middle income,UMC,1996,990266532,49.2921477154288,427661042,42.2706755322215,1011720397,NULL
World,WLD,1996,2863170879,49.6701846853193,1029498904,39.7250078626176,2591563767,NULL
Afghanistan,AFG,1996,8436451,48.2584802480294,627790,14.2654905061853,4400760,NULL
Albania,ALB,1996,1607184,50.7312985562255,583809,42.6236581749208,1369683,NULL
Algeria,DZA,1996,14512453,49.3422155615635,1053976,13.0016512719827,8106478,NULL
Angola,AGO,1996,6814744,50.7623011210659,2448382,48.7923291613234,5017965,NULL
Argentina,ARG,1996,18072581,51.0241184259046,5398965,37.0100599602504,14587831,NULL
Armenia,ARM,1996,1675383,52.7941577317882,716121,48.2379615764682,1484559,NULL
Australia,AUS,1996,9197805,50.2310362183473,3920920,42.8530740194031,9149682,NULL
Austria,AUT,1996,4111960,51.664174516118,1640730,42.9688983355127,3818413,NULL
Azerbaijan,AZE,1996,3965711,51.0847731367944,1516276,46.1795509338388,3283436,NULL
Bahamas-The,BHS,1996,143959,50.7269408580933,67511,47.3047682444032,142715,NULL
Bahrain,BHR,1996,246999,42.596683653672,51927,19.6084132618382,264820,NULL
Bangladesh,BGD,1996,59212823,48.9414253701906,20581084,38.5048735191816,53450595,NULL
Barbados,BRB,1996,138020,51.8989245694518,68979,48.8291591748899,141266,NULL
Belarus,BLR,1996,5394156,53.0920837792972,2391325,48.4674431618611,4933879,NULL
Belgium,BEL,1996,5189150,51.0912190452758,1737102,41.3527974465135,4200688,NULL
Belize,BLZ,1996,106064,49.6382339451688,22262,29.4576105222765,75573,NULL
Benin,BEN,1996,3152744,51.0456877382285,1061021,43.224500188416,2454675,NULL
Bhutan,BTN,1996,248876,48.5728282104778,65738,35.414792347931,185623,NULL
Bolivia,BOL,1996,3847811,49.8586125330339,1342495,41.3966878209412,3243001,NULL
Bosnia and Herzegovina,BIH,1996,1912366,50.1847847965005,532283,38.0562045820476,1398676,NULL
Botswana,BWA,1996,812238,50.392380820026,332041,46.9055351585621,707893,NULL
Brazil,BRA,1996,83525086,50.5284282081609,30055430,39.7612769993795,75589700,NULL
Brunei Darussalam,BRN,1996,144792,47.8731951502567,49951,36.807162331442,135710,NULL
Bulgaria,BGR,1996,4272269,51.0864250406844,1761028,47.4589901286331,3710631,NULL
Burkina Faso,BFA,1996,5289128,50.9903151595677,2211307,48.4102473615043,4567849,NULL
